@RELATION 'Onset events in 0002'

@ATTRIBUTE 'Onset time in seconds' NUMERIC
@ATTRIBUTE 'Onset events of AcousticGuitar' STRING
@ATTRIBUTE 'Onset events of AltoSax' STRING
@ATTRIBUTE 'Onset events of Balalaika' STRING
@ATTRIBUTE 'Onset events of BrightPiano' STRING
@ATTRIBUTE 'Onset events of Cello' STRING
@ATTRIBUTE 'Onset events of Clarinet' STRING
@ATTRIBUTE 'Onset events of DoubleBassArco' STRING
@ATTRIBUTE 'Onset events of DoubleBassPizz' STRING
@ATTRIBUTE 'Onset events of Drums' STRING
@ATTRIBUTE 'Onset events of ElectricBass' STRING
@ATTRIBUTE 'Onset events of ElectricGuitarClean' STRING
@ATTRIBUTE 'Onset events of ElectricGuitarCrunch' STRING
@ATTRIBUTE 'Onset events of ElectricGuitarLead' STRING
@ATTRIBUTE 'Onset events of ElectricPiano' STRING
@ATTRIBUTE 'Onset events of Erhu' STRING
@ATTRIBUTE 'Onset events of Flugelhorn' STRING
@ATTRIBUTE 'Onset events of Flute' STRING
@ATTRIBUTE 'Onset events of Fujara' STRING
@ATTRIBUTE 'Onset events of Jinghu' STRING
@ATTRIBUTE 'Onset events of MorinKhuur' STRING
@ATTRIBUTE 'Onset events of OrganBass' STRING
@ATTRIBUTE 'Onset events of PanFlute' STRING
@ATTRIBUTE 'Onset events of Piano' STRING
@ATTRIBUTE 'Onset events of Shakuhachi' STRING
@ATTRIBUTE 'Onset events of Sitar' STRING
@ATTRIBUTE 'Onset events of TenorSax' STRING
@ATTRIBUTE 'Onset events of Trombone' STRING
@ATTRIBUTE 'Onset events of Trumpet' STRING
@ATTRIBUTE 'Onset events of Ukulele' STRING
@ATTRIBUTE 'Onset events of Viola' STRING
@ATTRIBUTE 'Onset events of Violin' STRING

@DATA
32.508575,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+70]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[54,58,61]','[]','[]','[]','[]','[66]','[]'
32.94336,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+66]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[54,58,61]','[]','[]','[]','[]','[+66]','[]'
33.37814,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+70]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[54,58,61]','[]','[]','[]','[]','[66]','[]'
33.812923,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+40,+44]','[]','[]','[]','[]','[+66]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[54,58,61]','[]','[]','[]','[]','[+64]','[]'
34.247704,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[54,58,61]','[]','[]','[]','[]','[64]','[]'
34.682487,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+44]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+56,+59,+64]','[]','[]','[]','[]','[+59]','[]'
35.11727,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,64]','[]','[]','[]','[]','[59]','[]'
35.55205,'[]','[]','[]','[]','[]','[]','[]','[]','[+40,+44]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,64]','[]','[]','[]','[]','[59]','[]'
35.986835,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,64]','[]','[]','[]','[]','[59]','[]'
36.421616,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+64]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,64]','[]','[]','[]','[]','[+71]','[]'
36.8564,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,64]','[]','[]','[]','[]','[]','[]'
37.291183,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+40,+44]','[]','[]','[]','[]','[+64]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,64]','[]','[]','[]','[]','[+64]','[]'
37.725964,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,64]','[]','[]','[]','[]','[64]','[]'
38.160748,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+44]','[]','[]','[]','[]','[+63]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+56,+59,+63]','[]','[]','[]','[]','[+64]','[]'
38.595528,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,63]','[]','[]','[]','[]','[64]','[]'
39.03031,'[]','[]','[]','[]','[]','[]','[]','[]','[+40,+44]','[]','[]','[]','[]','[+63]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,63]','[]','[]','[]','[]','[64]','[]'
39.465096,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,63]','[]','[]','[]','[]','[64]','[]'
39.89988,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,63]','[]','[]','[]','[]','[]','[]'
40.33466,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,63]','[]','[]','[]','[]','[]','[]'
40.769444,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+40,+44]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,63]','[]','[]','[]','[]','[]','[]'
41.204224,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+63]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,63]','[]','[]','[]','[]','[]','[]'
41.639008,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+44]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+56,+59,+64]','[]','[]','[]','[]','[+59]','[]'
42.07379,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,64]','[]','[]','[]','[]','[]','[]'
42.50857,'[]','[]','[]','[]','[]','[]','[]','[]','[+40,+44]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,64]','[]','[]','[]','[]','[+61]','[]'
42.943356,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,64]','[]','[]','[]','[]','[61]','[]'
43.378136,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+64]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,64]','[]','[]','[]','[]','[+64]','[]'
43.81292,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,64]','[]','[]','[]','[]','[64]','[]'
44.247704,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+40,+44]','[]','[]','[]','[]','[+64]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,64]','[]','[]','[]','[]','[64]','[]'
44.682484,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,64]','[]','[]','[]','[]','[64]','[]'
45.117268,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+44]','[]','[]','[]','[]','[+63]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+56,+59,+63]','[]','[]','[]','[]','[+64]','[]'
45.552048,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,63]','[]','[]','[]','[]','[64]','[]'
45.98683,'[]','[]','[]','[]','[]','[]','[]','[]','[+40,+44]','[]','[]','[]','[]','[+63]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,63]','[]','[]','[]','[]','[+61]','[]'
46.421616,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,63]','[]','[]','[]','[]','[+61]','[]'
46.8564,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,63]','[]','[]','[]','[]','[]','[]'
47.29118,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,63]','[]','[]','[]','[]','[]','[]'
47.725964,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+40,+44]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,63]','[]','[]','[]','[]','[]','[]'
48.160744,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+63]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,63]','[]','[]','[]','[]','[]','[]'
48.595528,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+44]','[]','[]','[]','[]','[+70]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+54,+58,+63]','[]','[]','[]','[]','[+59]','[]'
49.03031,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+66]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[54,58,63]','[]','[]','[]','[]','[59]','[]'
49.46509,'[]','[]','[]','[]','[]','[]','[]','[]','[+40,+44]','[]','[]','[]','[]','[+70]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[54,58,63]','[]','[]','[]','[]','[+61]','[]'
49.899876,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+66]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[54,58,63]','[]','[]','[]','[]','[61]','[]'
50.334656,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+63]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[54,58,63]','[]','[]','[]','[]','[+64]','[]'
50.76944,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+66]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[54,58,63]','[]','[]','[]','[]','[64]','[]'
51.204224,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+40,+44]','[]','[]','[]','[]','[+63]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[54,58,63]','[]','[]','[]','[]','[64]','[]'
51.639004,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+70]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[54,58,63]','[]','[]','[]','[]','[64]','[]'
52.073788,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+44]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+56,+61,+64]','[]','[]','[]','[]','[+64]','[]'
52.508568,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+64]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,61,64]','[]','[]','[]','[]','[64]','[]'
52.94335,'[]','[]','[]','[]','[]','[]','[]','[]','[+40,+44]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,61,64]','[]','[]','[]','[]','[+61]','[]'
53.378136,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+64]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,61,64]','[]','[]','[]','[]','[+61]','[]'
53.81292,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,61,64]','[]','[]','[]','[]','[+63]','[]'
54.2477,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+64]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,61,64]','[]','[]','[]','[]','[63]','[]'
54.682484,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+40,+44]','[]','[]','[]','[]','[+61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,61,64]','[]','[]','[]','[]','[+66]','[]'
55.117264,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,61,64]','[]','[]','[]','[]','[66]','[]'
55.552048,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+44]','[]','[]','[]','[]','[+63]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+56,+59,+63]','[]','[]','[]','[]','[+59]','[]'
55.98683,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,63]','[]','[]','[]','[]','[59]','[]'
56.42161,'[]','[]','[]','[]','[]','[]','[]','[]','[+40,+44]','[]','[]','[]','[]','[+63]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,63]','[]','[]','[]','[]','[+63]','[]'
56.856396,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,63]','[]','[]','[]','[]','[63]','[]'
57.291176,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+54,+58,+61]','[]','[]','[]','[]','[+68]','[]'
57.72596,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+70]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[54,58,61]','[]','[]','[]','[]','[68]','[]'
58.160744,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+40,+44]','[]','[]','[]','[]','[+61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[54,58,61]','[]','[]','[]','[]','[68]','[]'
58.595524,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+70]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[54,58,61]','[]','[]','[]','[]','[68]','[]'
59.030308,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+44]','[]','[]','[]','[]','[+61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+54,+58,+61]','[]','[]','[]','[]','[+64]','[]'
59.465088,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+70]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[54,58,61]','[]','[]','[]','[]','[+64]','[]'
59.89987,'[]','[]','[]','[]','[]','[]','[]','[]','[+40,+44]','[]','[]','[]','[]','[+61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[54,58,61]','[]','[]','[]','[]','[+66]','[]'
60.334656,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+70]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[54,58,61]','[]','[]','[]','[]','[66]','[]'
60.76944,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+66]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[54,58,61]','[]','[]','[]','[]','[+66]','[]'
61.20422,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+70]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[54,58,61]','[]','[]','[]','[]','[66]','[]'
61.639004,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+40,+44]','[]','[]','[]','[]','[+66]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[54,58,61]','[]','[]','[]','[]','[+64]','[]'
62.073784,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[54,58,61]','[]','[]','[]','[]','[64]','[]'
62.508568,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+44]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+56,+59,+64]','[]','[]','[]','[]','[+59]','[]'
62.94335,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,64]','[]','[]','[]','[]','[59]','[]'
63.37813,'[]','[]','[]','[]','[]','[]','[]','[]','[+40,+44]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,64]','[]','[]','[]','[]','[59]','[]'
63.812916,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,64]','[]','[]','[]','[]','[59]','[]'
64.247696,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+64]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,64]','[]','[]','[]','[]','[+71]','[]'
64.68248,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,64]','[]','[]','[]','[]','[]','[]'
65.11726,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+40,+44]','[]','[]','[]','[]','[+64]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,64]','[]','[]','[]','[]','[+64]','[]'
65.55205,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,64]','[]','[]','[]','[]','[64]','[]'
65.98683,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+44]','[]','[]','[]','[]','[+63]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+56,+59,+63]','[]','[]','[]','[]','[+64]','[]'
66.42161,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,63]','[]','[]','[]','[]','[64]','[]'
66.85639,'[]','[]','[]','[]','[]','[]','[]','[]','[+40,+44]','[]','[]','[]','[]','[+63]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,63]','[]','[]','[]','[]','[64]','[]'
67.291176,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,63]','[]','[]','[]','[]','[64]','[]'
67.72596,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,63]','[]','[]','[]','[]','[]','[]'
68.160736,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,63]','[]','[]','[]','[]','[]','[]'
68.59552,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+40,+44]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,63]','[]','[]','[]','[]','[]','[]'
69.030304,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+63]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,63]','[]','[]','[]','[]','[]','[]'
69.46509,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+44]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+56,+59,+64]','[]','[]','[]','[]','[+59]','[]'
69.89987,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,64]','[]','[]','[]','[]','[]','[]'
70.334656,'[]','[]','[]','[]','[]','[]','[]','[]','[+40,+44]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,64]','[]','[]','[]','[]','[+61]','[]'
70.76943,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,64]','[]','[]','[]','[]','[61]','[]'
71.204216,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+64]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,64]','[]','[]','[]','[]','[+64]','[]'
71.639,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,64]','[]','[]','[]','[]','[64]','[]'
72.073784,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+40,+44]','[]','[]','[]','[]','[+64]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,64]','[]','[]','[]','[]','[64]','[]'
72.50857,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,64]','[]','[]','[]','[]','[64]','[]'
72.943344,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+44]','[]','[]','[]','[]','[+63]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+56,+59,+63]','[]','[]','[]','[]','[+64]','[]'
73.37813,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,63]','[]','[]','[]','[]','[64]','[]'
73.81291,'[]','[]','[]','[]','[]','[]','[]','[]','[+40,+44]','[]','[]','[]','[]','[+63]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,63]','[]','[]','[]','[]','[+61]','[]'
74.247696,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,63]','[]','[]','[]','[]','[+61]','[]'
74.68248,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,63]','[]','[]','[]','[]','[]','[]'
75.11726,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,63]','[]','[]','[]','[]','[]','[]'
75.55204,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+40,+44]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,63]','[]','[]','[]','[]','[]','[]'
75.986824,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+63]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,59,63]','[]','[]','[]','[]','[]','[]'
76.42161,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+44]','[]','[]','[]','[]','[+70]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+54,+58,+63]','[]','[]','[]','[]','[+59]','[]'
76.85639,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+66]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[54,58,63]','[]','[]','[]','[]','[59]','[]'
77.291176,'[]','[]','[]','[]','[]','[]','[]','[]','[+40,+44]','[]','[]','[]','[]','[+70]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[54,58,63]','[]','[]','[]','[]','[+61]','[]'
77.72595,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+66]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[54,58,63]','[]','[]','[]','[]','[61]','[]'
78.160736,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+63]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[54,58,63]','[]','[]','[]','[]','[+64]','[]'
78.59552,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+66]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[54,58,63]','[]','[]','[]','[]','[64]','[]'
79.030304,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+40,+44]','[]','[]','[]','[]','[+63]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[54,58,63]','[]','[]','[]','[]','[64]','[]'
79.46509,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+70]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[54,58,63]','[]','[]','[]','[]','[64]','[]'
79.89987,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+44]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+56,+61,+64]','[]','[]','[]','[]','[+64]','[]'
80.33465,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+64]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,61,64]','[]','[]','[]','[]','[64]','[]'
80.76943,'[]','[]','[]','[]','[]','[]','[]','[]','[+40,+44]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,61,64]','[]','[]','[]','[]','[+61]','[]'
81.204216,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+64]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,61,64]','[]','[]','[]','[]','[+61]','[]'
81.639,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,61,64]','[]','[]','[]','[]','[+63]','[]'
82.07378,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[]','[]','[]','[]','[+64]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,61,64]','[]','[]','[]','[]','[63]','[]'
82.50856,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+40,+44]','[]','[]','[]','[]','[+61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[56,61,64]','[]','[]','[]','[]','[+66]','[]'
